parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,target
14751820,,,,2.5,3,,,2.5,,,1641,1641,,,,,6059,,2,2,0,,,33566642,-117730744,,,,,,,34,266,,60590626.39,37086,1286,,96974,0,,1,,,,,1994,,,215299,615000,2016,399701,6185.94,,,60590626392001,0.0173799981
10871205,1,,,2,3,,6,2,,,1244,1244,,,,,6037,,2,,,,2,34214075,-118422187,7501,,,,,,100,261,LARS,60371220,12447,3101,41131,96450,0,,,,1,,,1954,,,133958,199420,2016,65462,2439.72,,,60371220001008,-0.06376463919
14210616,13,,,3,5,,,3,,,2468,2468,,,,,6059,1,3,2,630,,,33844823,-117845549,7000,1,,,,1,122,261,,60590762.01,33252,1286,,97063,9,,,,,,,1966,2,,154655,541129,2016,386474,5865.88,,,60590762012012,0.006017371618
14296692,,,,2.5,3,,,2.5,,,3011,3011,,,,,6059,,2,2,638,,,33628725,-117873172,6944,,,,,,122,261,,60590630.07,53571,1286,,96978,7,,1,,,,,1973,2,,296609,1441252,2016,1144643,15474.04,,,60590630071001,-0.2011209551
11342570,1,,,2,3,,8,2,,,1410,1410,,,,,6037,,2,,,,2,34444791,-118512733,4816,,,,,,010D,269,SCUR2,60379200.44,54311,3101,6952,96373,0,,,,1,,,1980,,,189242,406099,2016,216857,5489.09,,,60379200441000,-0.06117132241
10901522,,,,3,3,,6,3,,,2581,2581,,,,,6037,,3,,,,7,34159634,-118390904,6994,1,,,,1,101,261,LAR1,60371251,12447,3101,268551,96452,0,,,,1,,,1939,,,321429,1070352,2016,748923,12873.95,,,60371251003011,0.03884278645
13075618,1,,,2,2,,8,2,,,1245,1245,,,,,6037,,2,,,,2,34019500,-117813000,179588,1,,,,1,010C,266,LCR315U*,60374033.19,24384,3101,,96505,0,,,,1,,,1979,,,104023,192441,2016,88418,2563.11,,,60374033191011,-0.01645701485
14434754,,,,2.5,3,,,2.5,,,1270,1270,,,,,6059,,2,2,444,,,33462597,-117653302,1944,,,,,,122,261,,60590422.05,13693,1286,,96983,6,,1,,,,,1973,3,,80739,553311,2016,472572,5619.36,,,60590422052008,-0.02534312305
12113444,1,,,2,2,,6,2,,,1159,1159,,,,,6037,,2,,,,2,34147300,-118114000,52158,1,,,,1,010C,266,PSR3,60374627.01,47019,3101,274513,96294,0,,,,1,,,1973,,,86362,292206,2016,205844,3415.76,,,60374627005007,0.01239366801
11879622,1,,,3,2,,8,3,,,1302,1302,,,,,6037,,3,,,,2,34113074,-118168260,20150,1,,,,1,010C,266,SPR310000*,60374807.03,27183,3101,,96280,0,,,,1,,,1979,,,150004,330276,2016,180272,4293.68,,,60374807031003,-0.01878762497
14724525,,,,2,2,,,2,,,1138,1138,,,,,6059,,2,2,0,,,33839153,-117976003,,,,,,,34,266,,60590868.03,16764,1286,118872,97020,0,,,,,,,1980,,,111916,246830,2016,134914,3056.5,,,60590868033000,0.04241205834
14179809,,,,3,3,,,3,,,2007,2007,,,,,6059,1,3,2,495,,,33884813,-117859431,9040,,,,,,122,261,,60590117.15,26531,1286,,97068,7,,,,,,,1963,2,,120844,633122,2016,512278,7510.5,,,60590117152009,-0.0009080770833
12188496,,,,1,3,,5,1,,,1040,1040,,,,,6037,,1,,,,7,33977233,-118269821,5427,,,,,,100,261,LAR2,60372393.2,12447,3101,268496,95984,0,,,,1,,,1923,,,71879,234319,2016,162440,2954.12,,,60372393202001,-0.3164837269
11878863,,,,1,3,,4,1,,,968,968,,,,,6037,,1,,,,7,34104594,-118176898,7499,,,,,,100,261,LAR1,60374807.02,27183,3101,,96280,0,,,,1,,,1951,,,21924,37210,2016,15286,1092.39,,,60374807022013,-0.1109517781
14176622,,,,2,3,,,2,,,1731,1731,,,,,6059,,2,2,400,,,33883151,-117869121,8000,,,,,,122,261,,60590117.11,26531,1286,,97068,7,,,,,,,1963,1,,52482,73745,2016,21263,1353.42,,,60590117112007,0.02398930094
14260184,,,,2,4,,,2,,,1623,1623,,,,,6059,,2,2,540,,,33752416,-117883370,7100,,,,,,122,261,,60590751,47568,1286,268572,97003,0,,,,,,,1929,,,70766,313973,2016,243207,3771.54,,,60590751002007,0.1162555957
11393337,,,,3,3,,4,3,,,1534,,,1534,,,6037,,3,,,,,33981374,-118317057,5000,,,,,,300,247,LARD1.5,60372348,12447,3101,118208,96028,0,,,,3,,,1940,,,20684,43439,2016,22755,756.94,Y,14,60372348004000,0.0151716995
11393337,,,,3,3,,4,3,,,1534,,,1534,,,6037,,3,,,,,33981374,-118317057,5000,,,,,,300,247,LARD1.5,60372348,12447,3101,118208,96028,0,,,,3,,,1940,,,20684,43439,2016,22755,756.94,Y,14,60372348004000,0.08613676662
10726564,1,,,3,3,,8,3,,,3172,3172,,,,,6037,,3,,,,2,34181591,-118660388,14356,1,,,,1,101,261,LARE11,60371373.02,12447,3101,48570,96389,0,,,,1,,,1966,,,280000,700000,2016,420000,8721.26,,,60371373022004,0.009214938125
12346913,,,,1,3,,4,1,,,1206,1206,,,,,6037,,1,,,,7,33903388,-118112012,7415,,,,,,100,261,BFR1YY,60375532,44116,3101,,96208,0,,,,1,,,1954,,,28143,52764,2016,24621,904.65,,,60375532002004,0.0005840656647
13880979,,,,2,3,,,2,,,1560,1560,,,,,6059,,2,1,351,,,33825631,-117919581,6180,,,,,,122,261,,60590874.01,16764,1286,275470,97024,6,,,,,,,1950,1,,31657,56059,2016,24402,893.42,,,60590874012021,0.01416477567
11309647,1,,,3,4,,8,3,,,1908,1908,,,,,6037,,3,,,,2,34707586,-118063629,,,,,,,100,261,LRR7000*,60379003,5534,3101,,97318,0,,,,1,,,2006,,,116341,145452,2016,29111,2397.79,,,60379003001084,0.02112165334
12350928,,,,2,5,,6,2,,,1901,1901,,,,,6037,,2,,,,7,33934976,-118110193,6693,,,,,,100,261,DOR106,60375510,4406,3101,,96101,0,,,,1,,,1950,,,126000,635000,2016,509000,7736.4,,,60375510003003,0.11842096
13872686,,,,2,3,,,2,,,1384,1384,,,,,6059,,2,1,360,,,33863872,-117945486,6324,,,,,,122,261,,60590111.01,24812,1286,,97041,6,,,,,,,1955,1,,78958,288193,2016,209235,3468.2,,,60590111011006,0.4124265927
14170679,,,,2,4,,,2,,,1482,1482,,,,,6059,1,2,2,575,,,33903272,-117846982,7904,,,,,,122,261,,60590117.17,26531,1286,,97068,7,,,,,,,1972,1,,95760,289996,2016,194236,3704.28,,,60590117171009,0.007090744064
14172985,1,7,,2.5,4,,,2.5,,,1658,1658,,,,,6059,,2,2,468,,6,33905686,-117860621,1632,1,,,,1,122,261,,60590117.09,26531,1286,,97068,6,,1,6,,,,1974,2,TRUE,133330,206365,2016,73035,2795.12,,,60590117091010,0.007490898843
11087356,1,,,3,2,,6,3,,,1204,1204,,,,,6037,,3,,,,2,34250300,-118601000,58432,1,,,,1,010E,266,LAR3,60371132.13,12447,3101,37835,96346,0,,,,1,,,1981,,,98809,189392,2016,90583,2297.81,,,60371132132002,0.03444445323
13854120,,,,1,2,,,1,,,480,480,,,,,6059,,1,,,,,33919726,-117955103,3000,,,,,,122,261,,60590013.03,18874,1286,,96186,4,,,,,,,1926,1,,4720,13817,2016,9097,419.86,Y,14,60590013031004,0.6188889917
13850030,,,,2,3,,,2,,,1441,1441,,,,,6059,,2,2,400,,,33943428,-117967412,7215,,,,,,122,261,,60590011.01,,1286,,96186,7,,,,,,,1955,1,,77926,315672,2016,237746,3619.3,,,60590011014005,-0.05716194264
11177755,1,,,2,3,,8,2,,,1270,1270,,,,,6037,,2,,,,2,34453734,-118618601,5836,,,,,,100,261,LCRPD60005,60379201.18,10734,3101,,96398,0,,,,1,,,1985,,,178677,282233,2016,103556,4010.58,,,60379201181008,0.01442441454
17134185,,,,2,4,,,2,,1392,1392,1392,,,1392,,6111,1,2,2,437,,,34233486,-119038374,7300,,,,,,1111,261,,61110055.04,51239,2061,,97089,6,,,,,,,1969,1,,147016,420525,2016,273509,4557.52,,,61110055042000,0.05769040379
13840290,,,,1,1,,,1,,,455,455,,,,,6059,,1,1,216,,,33744896,-117877876,1904,,,,,,122,261,,60590749.01,47568,1286,268403,97003,4,,,,,,,1922,2,,11544,86152,2016,74608,1305.58,,,60590749013003,0.1475909956
13101300,1,,,3,5,,7,3,,,3245,3245,,,,,6037,,3,,,,2,33978608,-117859416,121717,,,,,,100,261,LCA1*,60374033.04,22827,3101,,96522,0,,,,1,,,1988,,,362437,1294418,2016,931981,15704.91,,,60374033041010,0.08854929531
11784552,1,,,1,0,,6,1,,,690,690,,,,,6037,,1,,,,2,34044900,-118252000,15921,,,,,,010E,266,LAC5,60372073.01,12447,3101,268118,95995,0,,,,1,,,1911,,,247270,412116,2016,164846,5158.05,,,60372073011001,0.07768422515
17292247,,,,2,3,,,2,,1270,1270,1270,,,1270,,6111,,2,2,484,,,34139954,-118880484,11200,,,,,,1110,261,,61110073,41673,2061,,96384,6,,,,,,,1957,1,,52763,77571,2016,24808,1450.06,,,61110059063018,-0.4219079469
14748419,,,,1,1,,,1,,,578,578,,,,,6059,,1,1,0,,,33470500,-117683000,,,,,,,34,266,,60590423.1,17686,1286,,96961,0,,,,,,,1983,,,55777,115206,2016,59429,1540.58,,,60590423101005,-0.008029344523
12377345,,,,2,2,,6,2,,,1353,1353,,,,,6037,,2,,,,2,34013426,-118095453,5802,,,,,,100,261,MNR1YY,60375301.01,25953,3101,,96192,0,,,,1,,,1956,,,46786,132508,2016,85722,2310.56,,,60375301011000,-0.06465448694
12111654,,,,1,1,,8,1,,,495,495,,,,,6037,,1,,,,,34143400,-118127000,70090,1,,,,1,010E,266,PSR4,60374635,47019,3101,275405,96294,0,,,,1,,,1963,,,58008,135279,2016,77271,1714.38,,,60374635001011,0.004407699648
17141654,,,,3,4,,,3,,1582,2342,2342,,,1582,,6111,2,3,3,828,,,34228053,-118982963,8644,,,,,,1111,261,,61110053.06,51239,2061,,97091,7,,,,,,,1978,1,,261510,387648,2016,126138,4139.18,,,61110053061004,-0.02189803207
14254328,,,,3,5,,,3,,,2468,2468,,,,,6059,,3,2,483,,,33757266,-117812282,9675,,,,,,122,261,,60590757.02,40081,1286,,97005,9,,,,,,,1965,2,,150980,705590,2016,554610,7953.14,,,60590757023005,0.03041911211
12405119,,,,2,2,,8,2,,,1376,1376,,,,,6037,,2,,,,2,33882321,-118063614,1757,,,,,,010C,266,CEADP3,60375545.13,10774,3101,,96206,0,,,,1,,,1975,,,79210,123877,2016,44667,1563.23,,,60375545131013,-0.05244245161
14460270,,,,4.5,5,,,4.5,,,3543,3543,,,,,6059,,4,2,577,,,33575267,-117582157,7776,,,,,,122,261,,60590320.46,17597,1286,,96989,0,,1,,,,,1996,,,407311,502035,2016,94724,5335.62,,,60590320462013,0.06706045676
10869404,1,,,3,4,,7,3,,,3107,3107,,,,,6037,,3,,,,2,34154597,-118514596,17166,1,,,,1,101,261,LARA,60371397.02,12447,3101,51906,96349,0,,,,1,,,1957,,,448129,1279125,2016,830996,15508.64,,,60371397024003,-0.01306203522
11760637,,,,2,3,,5,2,,,1298,,,1298,,,6037,,2,,,,,33991851,-118260557,5676,,,,,,200,246,LAR2,60372294.2,12447,3101,268496,95992,0,,,,2,,,1923,,,70415,246455,2016,176040,3124.62,,,60372294202002,-0.0004950930562
11417036,,,,1,3,,4,1,,,1295,1295,,,,,6037,,1,,,,7,33934612,-118354194,4795,1,,,,1,101,261,LCR2YY,60376017,45888,3101,,96136,0,,,,1,,,1940,,,47668,192008,2016,144340,3017.49,,,60376017004003,0.1647071967
14753715,,,,2.5,3,,,2.5,,,1538,1538,,,,,6059,,2,2,0,,,33557290,-117720981,3974,,,,,,34,266,,60590626.4,37086,1286,,96974,0,,1,,,,,1990,,,181548,515844,2016,334296,5186.72,,,60590626401006,-0.01128321233
11061029,,,,2,3,,8,2,,,1440,1440,,,,,6037,,2,,,,2,34233312,-118492573,7915,1,,,,1,101,261,LARS,60371173.03,12447,3101,13017,96369,0,,,,1,,,1956,,,52972,84218,2016,31246,1078.3,,,60371173031001,0.4162468595
13038537,1,,,2,3,,8,2,,,1632,1632,,,,,6037,,2,,,,2,34143569,-117857682,9654,,,,,,100,261,GDE4,60374010.01,11626,3101,,96486,0,,,,1,,,1960,,,189400,631600,2016,442200,7317.86,,,60374010013001,0.1504359208
12412669,1,,,3,4,,8,3,,,2521,2521,,,,,6037,,3,,,,2,33871231,-118064940,4976,1,,,,1,104,261,CERS5000,60375545.14,10774,3101,,96206,0,,,,1,,,1971,,,108397,128871,2016,20474,1708.9,,,60375545143001,0.02253478994
17148798,,,,2,3,,,2,,1346,1346,1346,,,1346,,6111,1,2,2,504,,,34184673,-119206256,6275,,,,,,1111,261,,61110088,13150,2061,,97106,6,,,,,,,1965,1,,134500,206909,2016,72409,2409.36,,,61110088001018,-0.04601728873
11165223,1,,,3,4,,8,3,,,2088,2088,,,,,6037,,3,,,,2,34389908,-118552957,4920,,,,,,100,261,SCUR2,60379203.34,54311,3101,48200,96378,0,,,,1,,,1975,,,260000,521000,2016,261000,6942.22,,,60379203344001,0.02066436191
10722904,,,,2,4,,6,2,,,1966,1966,,,,,6037,,2,,,,2,34197117,-118623176,7842,1,,,,1,101,261,LARS,60371352.01,12447,3101,268588,96342,0,,,,1,,,1960,,,157359,419295,2016,261936,5244.97,,,60371352011000,-0.02196511259
17152676,,,,3,3,,,3,66,1297,2728,2728,,,1297,,6111,2,3,2,532,,,34181108,-119222807,4000,,,,,,1110,261,,61110036.09,13150,2061,,97106,6,,,,,,,1987,2,,280027,789179,2016,509152,10035.88,,,61110036093038,-0.03364559198
12095717,1,,,2,3,,6,2,,,1499,1499,,,,,6037,,2,,,,2,34139040,-118179328,6522,,,,,,100,261,PSR6,60374638,47019,3101,275411,96293,0,,,,1,,,1947,,,41816,82798,2016,40982,1179.62,,,60374638002002,0.1983840386
10722606,,,,2,4,,6,2,,,1570,1570,,,,,6037,,2,,,,2,34195554,-118627171,8700,,,,,,100,261,LARS,60371352.01,12447,3101,268588,96342,0,,,,1,,,1958,,,74417,249614,2016,175197,3136.84,,,60371352011002,0.007142702602
17153382,,,,2,2,,,2,,1937,1937,1937,,,1937,,6111,1,2,2,0,,,34184102,-119225487,,,,,,,1129,266,,61110036.09,13150,2061,762930,97106,6,,,,,,,1992,1,,80833,540544,2016,459711,6711.24,,,61110036093034,0.01028331192
14472932,,,,3,4,,,3,,,2880,2880,,,,,6059,,3,2,552,,,33602433,-117666292,7248,,,,,,122,261,,60590320.03,12773,1286,,96995,9,,,,,,,1966,2,,190036,333437,2016,143401,3382.26,,,60590320033007,0.05619782809
10829251,,,,1,3,,4,1,,,1080,1080,,,,,6037,,1,,,,7,34197699,-118452498,6746,,,,,,100,261,LAR1,60371278.03,12447,3101,41466,96414,0,,,,1,,,1948,,,28143,60632,2016,32489,771.77,,,60371278031001,0.008146232435
10867021,1,,,6,3,,9,6,,,4664,4664,,,,,6037,,6,,,,2,34152582,-118493293,39352,1,,,,1,101,261,LARE15,60371397.01,12447,3101,51906,96426,0,,,,1,,,1936,,,860297,2157425,2016,1297128,26237.34,,,60371397014005,-0.2193802926
17145540,,,,3,4,,,3,,1793,3304,3304,,,1793,,6111,3,3,2,620,,,34226399,-119207084,9731,,,,,,1111,261,,61110029.01,13150,2061,,97107,9,,,,,,,1989,2,,314884,524802,2016,209918,6315.22,,,61110029011038,0.001471482857
11888077,1,,,3,2,,7,3,,,1275,1275,,,,,6037,,3,,,,2,34136287,-118129076,39093,,,,,,010E,266,PSR4,60374635,47019,3101,275405,96294,0,,,,1,,,1964,,,168212,210254,2016,42042,2506.71,,,60374635003014,0.05281891421
13069501,1,,,2,3,,8,2,,,1929,1929,,,,,6037,,2,,,,2,34036430,-117829486,10136,1,,,,1,104,261,WARPD16800,60374034.03,34636,3101,,96522,0,,,,1,,,1988,,,236043,404643,2016,168600,5133.61,,,60374034031006,-0.020169433
14439114,,,,2,2,,,2,,,2294,2294,,,,,6059,,2,2,605,,,33462909,-117634271,15118,,,,,,122,261,,60590421.11,13693,1286,,96983,6,,,,,,,1985,2,,238885,439797,2016,200912,4470.66,,,60590421112001,-0.18683669
11953203,,,,2,4,,6,2,,,1809,1809,,,,,6037,,2,,,,7,34099040,-118252479,5676,,,,,,100,261,LAR2,60371873,12447,3101,268473,96020,0,,,,1,,,1929,,,176839,884199,2016,707360,10606.78,,,60371873001013,0.007407413699
11151200,1,,,3,4,,7,3,,,3215,3215,,,,,6037,,3,,,,2,34403754,-118445650,5366,,,,,,100,261,SCSP,60379200.43,54311,3101,37739,96401,0,,,,1,,,2004,,,348100,579800,2016,231700,10207.09,,,60379200431016,0.08102155159
13061656,1,,,2,3,,8,2,,,1558,1558,,,,,6037,,2,,,,2,34036680,-117775529,6693,,,,,,100,261,POPRD*,60374033.18,20008,3101,,96506,0,,,,1,,,1984,,,159000,515000,2016,356000,6618.75,,,60374033183000,-0.01783589557
14404711,,,,2,3,,,2,,,1938,1938,,,,,6059,1,2,,,,,33528998,-117759886,2500,,,,,,122,261,,60590626.2,52842,1286,,96969,6,,,,,,,1971,1,,126003,385911,2016,259908,4724.2,,,60590626204015,0.03316189977
14444388,,,,3,3,,,3,,,3136,3136,,,,,6059,,3,2,616,,,33435918,-117607833,7700,,,,,,122,261,,60590421.13,13693,1286,,96982,6,,,,,,,1990,1,,389244,892864,2016,503620,8984.56,,,60590421131020,-0.01779042493
14723623,,,,1,2,,,1,,,824,824,,,,,6059,,1,1,0,,,33819139,-117916511,,,,,,,34,266,,60590874.05,16764,1286,275470,97024,0,,,,,,,1980,,,58307,192897,2016,134590,2499.8,,,60590874053006,0.04059554237
11394750,,,,1,3,,6,1,,,1306,1306,,,,,6037,,1,,,,7,33969332,-118320340,6724,,,,,,100,261,INR1YY,60376008.01,45888,3101,,96137,0,,,,1,,,1930,,,42521,78015,2016,35494,1298.59,,,60376008011002,-0.04578390568
11396736,,,,1,2,,6,1,,,1502,1502,,,,,6037,,1,,,,7,33971526,-118328077,6374,,,,,,100,261,LAR1,60372352.02,12447,3101,115729,96024,0,,,,1,,,1935,,,60047,312262,2016,252215,3920.73,,,60372352022012,-0.1539557308
14183249,,,,2,4,,,2,,,2016,2016,,,,,6059,,2,2,460,,,33875701,-117825672,7238,,,,,,122,261,,60590218.2,21412,1286,,97078,6,,,,,,,1969,1,,98982,639607,2016,540625,7377.86,,,60590218202017,0.05204088814
13054430,1,,,3,3,,7,3,,,2960,2960,,,,,6037,,3,,,,2,34147017,-117771185,15071,1,,,,1,101,261,LVPR2D*,60374002.07,39308,3101,,96494,0,,,,1,,,1966,,,90799,303621,2016,212822,3726.03,,,60374002071019,0.04449694794
14449536,,,,3,4,,,3,,,2379,2379,,,,,6059,,3,2,667,TRUE,,33448668,-117649755,11218,,,1,,,1,261,,60590422.06,,1286,,96956,0,,,,,,,1977,,,221674,622298,2016,400624,7150.06,,,60590422062019,0.2141884643
11885059,,,,2,3,,4,2,,,1363,1363,,,,,6037,,2,,,,7,34098993,-118138342,5199,,,,,,100,261,ALRPD*,60374804,50677,3101,,96531,0,,,,1,,,1912,,,112974,516832,2016,403858,6187.76,,,60374804003007,0.03538325054
12397668,,,,3,7,,6,3,,,2985,2985,,,,,6037,,3,,,,2,33960975,-118092955,17387,,,,,,100,261,PRSF*,60375026.01,26483,3101,,96197,0,,,,1,,,1959,,,80097,366160,2016,286063,4866.25,,,60375026011017,0.02121041241
14190895,,,,0,0,,,,,,,,,,,,6059,,,,,,,33879900,-117801183,39184,,,,,,122,261,,60590218.12,21412,1286,,97078,0,,,,,,,,,,432623,830145,2016,397522,9354.84,,,60590218121000,-0.001296266516
12397984,,,,2,3,,6,2,,,1633,1633,,,,,6037,,2,,,,2,33955928,-118093254,5957,1,,,,1,101,261,PRSF*,60375026.01,26483,3101,,96197,0,,,,1,,,1951,,,127283,176344,2016,49061,2550.57,,,60375026012007,0.1114013702
14195758,13,,,4,5,,,4,,,4436,4436,,,,,6059,,4,2,706,,,33900442,-117769112,43560,1,,,,1,122,261,,60590218.24,21412,1286,,97078,10,,,,,,,1984,1,,491646,2249017,2016,1757371,25190.08,,,60590218242004,0.2493463753
13890111,,,,2.5,3,,,2.5,,,2134,2134,,,,,6059,,2,2,697,,,33624386,-117919255,6375,,,,,,122,261,,60590634,53571,1286,,96981,4,,1,,,,,1995,1,,228060,1794000,2016,1565940,19102.86,,,60590634002022,0.04862996467
14079743,5,,,3.5,3,,,3.5,,,3790,3790,,,,,6059,3,3,2,651,,6,33722342,-118072295,6600,1,,,,1,122,261,,60590995.13,25218,1286,,96967,9,,1,,,,,1978,2,,324460,1185538,2016,861078,13170.2,,,60590995132002,-0.05309195316
13891916,,,,2,4,,,2,,,1620,1620,,,,,6059,,2,1,200,,,33605048,-117893759,2550,,,,,,122,261,,60590630.06,53571,1286,,96980,7,,,,,,,1934,2,,57655,1590506,2016,1532851,17040.54,,,60590630061015,0.05924261758
14289197,,,,2,2,,,2,,,919,919,,,,,6059,,2,2,428,,,33691101,-117813116,2700,,,,,,122,261,,60590525.15,52650,1286,275979,96943,0,,,,,,,1994,,,115586,585000,2016,469414,7025.24,,,60590525154003,0.01544282674
11203489,1,,,2,3,,6,2,,,1471,1471,,,,,6037,,2,,,,2,34572363,-118083761,10942,,,,,,100,261,PDR17500*,60379106.03,40227,3101,,97328,0,,,,1,,,1969,,,124263,155328,2016,31065,2632.76,,,60379106031014,0.07610495716
11120717,1,,,5,4,,9,5,,,3912,3912,,,,,6037,,5,,,,2,34427301,-118556383,6219,,,,,,100,261,SCSP,60379201.15,54311,3101,48200,96378,0,,,,1,,,2001,,,417000,1038000,2016,621000,13422.89,,,60379201152021,0.007392082966
14015449,,,,2.5,3,,,2.5,,,1604,1604,,,,,6059,,2,2,483,,,33832300,-118006000,1593,,,,,,122,261,,60591102.01,16764,1286,118872,97020,7,,1,,,,,1981,2,,134644,388000,2016,253356,4618.34,,,60591102011019,0.02141670376
10854107,1,,,2,2,,8,2,,,1562,1562,,,,,6037,,2,,,,2,34157500,-118484000,23435,,,,,,010E,266,LAR3,60371397.01,12447,3101,51906,96426,0,,,,1,,,1965,,,236553,393916,2016,157363,4805.69,,,60371397011004,0.1569208033
14010220,,,,3,4,,,3,,,2605,2605,,,,,6059,,3,2,400,,,33775636,-117967145,12000,,,,,,122,261,,60590881.07,24832,1286,,97048,6,,,,,,,1950,1,,183781,419999,2016,236218,5117.98,,,60590881071001,0.01165351708
11201077,,,,1,3,,4,1,,,1076,1076,,,,,6037,,1,,,,7,34578018,-118094823,7427,,,,,,100,261,PDR1*,60379105.02,40227,3101,,97328,0,,,,1,,,1955,,,49601,61999,2016,12398,1623.55,,,60379105022010,0.03910508667
14123287,,,,2,3,,,2,,,1390,1390,,,,,6059,,2,2,480,,,33858039,-118041862,5000,,,,,,122,261,,60591101.15,15237,1286,,96183,6,,,,,,,1969,1,,74220,169687,2016,95467,2127.6,,,60591101151033,0.0306574721
10883322,,,,3,4,,4,3,,,1682,1682,,,,,6037,,3,,,,7,34192187,-118415320,5742,,,,,,100,261,LAR1,60371234.2,12447,3101,268548,96451,0,,,,1,,,1947,,,48231,77610,2016,29379,991.07,,,60371234202003,-0.02262383146
13997525,,,,5.5,6,,,5.5,,,2837,2837,,,,,6059,,2,2,447,,,33804076,-117937047,8504,1,,,,1,122,261,,60590876.02,16764,1286,275496,97021,6,,7,,,,,2008,1,,399089,524638,2016,125549,6217.76,,,60590876024004,-0.05822897165
14347482,13,,,2.5,4,,,2.5,,,2419,2419,,,,,6059,1,2,2,480,,,33720266,-117767033,4410,,,,,,122,261,,60590524.21,52650,1286,276486,96954,8,,1,,,,,1978,2,,197741,398434,2016,200693,4108.18,,,60590524211007,-0.001172068094
14348290,,,,4,5,,,4,,,2834,2834,,,,,6059,,4,2,582,,,33723674,-117758577,6600,,,,,,122,261,,60590524.2,52650,1286,274815,96954,0,,,,,,,1996,,,350184,766451,2016,416267,9291.18,,,60590524204010,-0.01076843516
14284235,,,,3.5,3,,,3.5,,,3227,3227,,,,,6059,,3,2,665,,,33717868,-117821210,5012,,,,,,1,261,,60590755.15,27491,1286,,97018,0,,1,,,,,2007,,,515461,947513,2016,432052,17012.62,,,60590755154053,0.0220509924
13995177,,,,1.5,3,,,1.5,,,1153,1153,,,,,6059,,1,1,360,,,33810742,-117957087,7035,,,,,,122,261,,60590877.04,16764,1286,275496,97023,6,,1,,,,,1954,1,,48808,423359,2016,374551,5021.2,,,60590877044011,0.06583876281
12284880,1,,,3,3,,9,3,,,1756,1756,,,,,6037,,3,,,,2,33913207,-118211506,,,,,,,010D,269,LYR3YY,60375405.02,32616,3101,,96113,0,,,,1,,,2007,,,150152,243349,2016,93197,3436.85,,,60375405022005,-0.03051920012
14128971,13,,,1.5,3,,,1.5,,,1180,1180,,,,,6059,,1,2,504,,,33843033,-117859601,1830,,,,,,122,261,,60590864.07,16764,1286,274765,97025,6,,1,,,,,1973,2,,94288,200356,2016,106068,2522.24,,,60590864072001,0.01999423792
14350624,,,,4,6,,,4,,,3733,3733,,,,,6059,,4,2,464,TRUE,,33722323,-117744913,7448,1,,,1,,122,261,,60590524.2,52650,1286,274815,96954,0,,,,,,,1999,,,427940,799634,2016,371694,10794.22,,,60590524204004,-0.02268479434
11116323,1,,,3,4,,7,3,,,2290,2290,,,,,6037,,3,,,,2,34454888,-118560416,,,,,,,010C,266,LCA25*,60379201.08,,3101,,96377,0,,,,1,,,2010,,,294915,451408,2016,156493,9413.63,,,60379201081000,0.07293748133
12367476,,,,1,3,,4,1,,,1214,1214,,,,,6037,,1,,,,7,33969643,-118153228,5570,,,,,,100,261,BGR3*,60375339.02,16961,3101,,96083,0,,,,1,,,1949,,,44375,61124,2016,16749,1345.64,,,60375339021003,0.4280661718
14019678,,,,2,3,,,2,,,1576,1576,,,,,6059,,2,2,451,,,33682714,-117924608,7128,,,,,,122,261,,60590638.06,38032,1286,,96958,6,,,,,,,1958,1,,79344,116226,2016,36882,1798.68,,,60590638061001,-0.03125822009
14019702,,,,2,3,,,2,,,1357,1357,,,,,6059,,2,2,437,,,33681826,-117920735,7636,,,,,,122,261,,60590638.06,38032,1286,,96958,6,,,,,,,1959,1,,85335,239875,2016,154540,3169.92,,,60590638061001,-0.003315495366
11138947,1,,,2,2,,6,2,,,850,850,,,,,6037,,2,,,,2,34377200,-118549000,512143,,,,,,010E,266,SCCP,60379203.13,54311,3101,26134,96352,0,,,,1,,,1979,,,113130,141410,2016,28280,2215.74,,,60379203131001,-0.02172280821
17079456,,,,1,2,,,1,,688,688,688,,,688,,6111,,1,1,360,,,34273450,-119273797,5070,,,,,,1110,261,,61110026,34543,2061,,97081,4,,,,,,,1927,1,,97464,279193,2016,181729,3153.44,,,61110026002013,0.01782325413
